
    Input_energy(t,conv,z) := data table 
                               1         2         3         4         5         6         7         8         9        10        11
                     !  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------
(   1, Gas_CHP       )                                                                                             499.444          
( 130, Heat_pump     )   365.428   365.428   365.428   365.428   365.428   365.428   365.428   365.428   365.428
( 130, Solar_PV      )   266.732   266.732   266.732   266.732   266.732   266.732   266.732   266.732   266.732
( 130, Solar_thermal )     2.727     2.727     2.727     2.727     2.727     2.727     2.727     2.727     2.727
( 131, Gas_CHP       )  2866.288  2866.288  2866.288  2866.288  2866.288  2866.288  2866.288  2866.288  2866.288
( 131, Heat_pump     )   564.051   564.051   564.051   564.051   564.051   564.051   564.051   564.051   564.051
( 131, Solar_PV      )   517.335   517.335   517.335   517.335   517.335   517.335   517.335   517.335   517.335
( 131, Solar_thermal )     5.290     5.290     5.290     5.290     5.290     5.290     5.290     5.290     5.290
( 132, Gas_CHP       )  1926.069  1926.069  1926.069  1926.069  1926.069  1926.069  1926.069  1926.069  1926.069
( 132, Solar_PV      )   611.626   611.626   611.626   611.626   611.626   611.626   611.626   611.626   611.626
( 132, Solar_thermal )     6.254     6.254     6.254     6.254     6.254     6.254     6.254     6.254     6.254
( 133, Gas_CHP       )  3254.524  3254.524  3254.524  3254.524  3254.524  3254.524  3254.524  3254.524  3254.524
( 133, Heat_pump     )   250.884   250.884   250.884   250.884   250.884   250.884   250.884   250.884   250.884
( 133, Solar_PV      )   653.372   653.372   653.372   653.372   653.372   653.372   653.372   653.372   653.372
( 133, Solar_thermal )     6.681     6.681     6.681     6.681     6.681     6.681     6.681     6.681     6.681
( 134, Gas_CHP       )  1366.776  1366.776  1366.776  1366.776  1366.776  1866.776  1366.776  1366.776  1366.776
( 134, Solar_PV      )   529.968   529.968   529.968   529.968   529.968   529.968   529.968   529.968   529.968
( 134, Solar_thermal )     5.419     5.419     5.419     5.419     5.419     5.419     5.419     5.419     5.419
( 135, Gas_CHP       )  2491.166  2491.166  2815.710  2491.166  2491.166  2491.166  2491.166  2491.166  2491.166
( 135, Heat_pump     )   281.325   281.325   228.688   281.325   281.325   281.325   281.325   281.325   281.325
( 135, Solar_PV      )   392.080   392.080   392.080   392.080   392.080   392.080   392.080   392.080   392.080
( 135, Solar_thermal )     4.009     4.009     4.009     4.009     4.009     4.009     4.009     4.009     4.009
( 136, Gas_CHP       )  2017.059  2017.059  2017.059  2017.059  2017.059  2017.059  2017.059  2017.059  2017.059
( 136, Heat_pump     )   174.040   174.040   174.040   174.040   174.040   174.040   174.040   174.040   174.040
( 136, Solar_PV      )   259.161   259.161   259.161   259.161   259.161   259.161   259.161   259.161   259.161
( 136, Solar_thermal )     2.650     2.650     2.650     2.650     2.650     2.650     2.650     2.650     2.650
( 137, Gas_CHP       )  2546.697  2546.697  2418.815  2546.697  2418.815  2560.037  2418.815  2418.815  2730.282
( 137, Heat_pump     )   175.697   175.697   137.332   175.697   137.332   179.699   137.332   137.332   230.772
( 137, Solar_PV      )    36.678    36.678    36.678    36.678    36.678    36.678    36.678    36.678    36.678
( 137, Solar_thermal )     0.375     0.375     0.375     0.375     0.375     0.375     0.375     0.375     0.375
( 138, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 138, Heat_pump     )   191.969   191.969   191.969   191.969   191.969   191.969   191.969   191.969   191.969
( 139, Gas_CHP       )  2890.173  2390.173  2390.173  2390.173  2390.173  2565.630  2390.173  2890.173  2565.630
( 139, Heat_pump     )                                                      52.637                        52.637
( 140, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 141, Gas_CHP       )  3494.042  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3494.042  3633.333
( 141, Gas_boiler    )                                                      66.725                        66.725
( 141, Heat_pump     )   280.581   322.368   322.368   322.368   322.368   172.368   322.368   280.581   172.368
( 142, Gas_CHP       )  2577.878  2577.878  2577.878  2577.878  2577.878  2577.878  2577.878  2890.173  2577.878
( 143, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3545.454  3633.333
( 143, Heat_pump     )   165.101   165.101   165.101   165.101   165.101   165.101   165.101   138.737   165.101
( 144, Gas_CHP       )  1877.033  1877.033  1877.033  1877.033  2167.630  1877.033  1877.033  1877.033  1877.033
( 145, Gas_CHP       )   463.391   463.391   463.391   463.391   963.391   463.391   463.391   463.391   463.391
( 146, Gas_CHP       )   954.143   954.143   954.143   954.143   954.143   954.143   954.143   954.143   954.143
( 147, Gas_CHP       )   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391   963.391
( 148, Gas_CHP       )   868.706   868.706   819.201   868.706   819.201   819.201   868.706   868.706   868.706
( 148, Heat_pump     )    14.852    14.852              14.852                        14.852    14.852    14.852
( 149, Gas_CHP       )   841.035   841.035   700.536   841.035   674.975   739.695   841.035   841.035   841.035
( 149, Heat_pump     )    76.095    76.095    33.945    76.095    26.276    45.692    76.095    76.095    76.095
( 150, Gas_CHP       )   959.416   959.416   959.416   959.416   959.416   959.416   959.416   959.416  1283.237
( 150, Heat_pump     )   100.645   100.645   100.645   100.645   100.645   100.645   100.645   100.645    48.125
( 151, Gas_CHP       )  2107.921  2431.742  2107.921  2107.921  2107.921  2107.921  2107.921  2107.921  2107.921
( 151, Heat_pump     )   236.247   183.727   236.247   236.247   236.247   236.247   236.247   236.247   236.247
( 152, Gas_CHP       )  3617.066  3617.066  3617.066  3617.066  3617.066  3617.066  3617.066  3617.066  3617.066
( 152, Heat_pump     )   452.420   452.420   452.420   452.420   452.420   452.420   452.420   452.420   452.420
( 153, Gas_CHP       )  3322.211  3322.211  3322.211  3322.211  3322.211  3322.211  3322.211  3322.211  3322.211
( 153, Heat_pump     )   607.523   607.523   607.523   607.523   607.523   607.523   607.523   607.523   607.523
( 153, Solar_PV      )   361.422   361.422   361.422   361.422   361.422   361.422   361.422   361.422   361.422
( 153, Solar_thermal )     3.696     3.696     3.696     3.696     3.696     3.696     3.696     3.696     3.696
( 154, Gas_CHP       )  2755.765  2755.765  2755.765  2755.765  2755.765  2755.765  2755.765  2755.765  2755.765
( 154, Heat_pump     )   643.839   643.839   643.839   643.839   643.839   643.839   643.839   643.839   643.839
( 154, Solar_PV      )  2013.858  2013.858  2013.858  2013.858  2013.858  2013.858  2013.858  2013.858  2013.858
( 154, Solar_thermal )    20.592    20.592    20.592    20.592    20.592    20.592    20.592    20.592    20.592
( 155, Gas_CHP       )  1428.616  1428.616  1428.616  1428.616  1428.616  1428.616  1428.616  1428.616  1428.616
( 155, Heat_pump     )   592.617   592.617   592.617   592.617   592.617   592.617   592.617   592.617   592.617
( 155, Solar_PV      )  3651.499  3651.499  3651.499  3651.499  3651.499  3651.499  3651.499  3651.499  3651.499
( 155, Solar_thermal )    37.336    37.336    37.336    37.336    37.336    37.336    37.336    37.336    37.336
( 156, Gas_CHP       )    13.083    13.083    13.083    13.083    13.083    13.083    13.083    13.083    13.083
( 156, Heat_pump     )   410.146   410.146   410.146   410.146   410.146   410.146   410.146   410.146   410.146
( 156, Solar_PV      )  4410.019  4410.019  4410.019  4410.019  4410.019  4410.019  4410.019  4410.019  4410.019
( 156, Solar_thermal )    45.092    45.092    45.092    45.092    45.092    45.092    45.092    45.092    45.092
( 157, Gas_CHP       )  1277.985  1277.985  1776.311  1277.985  1277.985  1277.985  1277.985  1277.985  1277.985
( 157, Heat_pump     )   687.500   687.500   687.500   687.500   687.500   687.500   687.500   687.500   687.500
( 157, Solar_PV      )  4620.031  4620.031  4620.031  4620.031  4620.031  4620.031  4620.031  4620.031  4620.031
( 157, Solar_thermal )    47.240    47.240    47.240    47.240    47.240    47.240    47.240    47.240    47.240
( 158, Gas_CHP       )   244.562   244.562   568.019   244.562   244.562   244.562   244.562   244.562   244.562
( 158, Heat_pump     )   317.905   317.905   265.444   317.905   317.905   317.905   317.905   317.905   317.905
( 158, Solar_PV      )  4417.438  4417.438  4417.438  4417.438  4417.438  4417.438  4417.438  4417.438  4417.438
( 158, Solar_thermal )    45.168    45.168    45.168    45.168    45.168    45.168    45.168    45.168    45.168
( 159, Gas_CHP       )  1778.553  1778.553  1778.553  1778.553  1778.553  1778.553  1778.553  1778.553  1778.553
( 159, Heat_pump     )   687.500   687.500   687.500   687.500   687.500   687.500   687.500   687.500   687.500
( 159, Solar_PV      )  3521.781  3521.781  3521.781  3521.781  3521.781  3521.781  3521.781  3521.781  3521.781
( 159, Solar_thermal )    36.010    36.010    36.010    36.010    36.010    36.010    36.010    36.010    36.010
( 160, Gas_CHP       )  1166.428  1166.428  1166.428  1166.428  1166.428  1166.428  1166.428  1166.428  1166.428
( 160, Heat_pump     )   225.321   225.321   225.321   225.321   225.321   225.321   225.321   225.321   225.321
( 160, Solar_PV      )  1827.388  1827.388  1827.388  1827.388  1827.388  1827.388  1827.388  1827.388  1827.388
( 160, Solar_thermal )    18.685    18.685    18.685    18.685    18.685    18.685    18.685    18.685    18.685
( 161, Gas_CHP       )  2706.830  2706.830  2706.830  2706.830  2706.830  2706.830  2706.830  2706.830  2706.830
( 161, Heat_pump     )   391.924   391.924   391.924   391.924   391.924   391.924   391.924   391.924   391.924
( 161, Solar_PV      )   212.395   212.395   212.395   212.395   212.395   212.395   212.395   212.395   212.395
( 161, Solar_thermal )     2.172     2.172     2.172     2.172     2.172     2.172     2.172     2.172     2.172
( 162, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 162, Heat_pump     )   452.906   452.906   452.906   452.906   452.906   452.906   452.906   452.906   452.906
( 163, Gas_CHP       )  2738.927  2738.927  2738.927  2738.927  2738.927  3198.459  2738.927  2738.927  2738.927
( 164, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 164, Gas_boiler    )                       510.638                                                            
( 164, Heat_pump     )   348.219   348.219   198.219   348.219   348.219   348.219   348.219   348.219   348.219
( 165, Gas_CHP       )  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333  3633.333
( 165, Heat_pump     )    90.039    90.039    90.039    90.039    90.039    90.039    90.039    90.039    90.039
( 166, Gas_CHP       )  3497.110  3497.110  3497.110  3497.110  3497.110  3497.110  3497.110  3497.110  3497.110
( 167, Gas_CHP       )  2283.237  2283.237  2283.237  2283.237  2283.237  2283.237  2283.237  2283.237  2283.237
( 168, Gas_CHP       )                                 500.000                                                  
    ;


