;;;#of times;de;;;
;;;;6498;4.4;;0.0044
;;;;6499;4.4;;0.0044
;;;;6500;4.4;;0.0044
;;;;6501;1.6;;0.0016
;;;;6502;1.6;;0.0016
;;;;6503;1.6;;0.0016
;;;;6504;1.6;;0.0016
;;;;6505;0.3;;0.0003
;;;;6506;0.3;;0.0003
;;;;6507;0.3;;0.0003
;;;;6508;0.3;;0.0003
;;;;6509;0.6;;0.0006
;;;;6510;0.6;;0.0006
;;;;6511;0.6;;0.0006
;;;;6512;0.6;;0.0006
;;;;6513;1.1;;0.0011
;;;;6514;1.1;;0.0011
;;;;6515;1.1;;0.0011
;;;;6516;1.1;;0.0011
;;;;6517;0.7;;0.0007
;;;;6518;0.7;;0.0007
;;;;6519;0.7;;0.0007
;;;;6520;0.7;;0.0007
;;;;6521;1.6;;0.0016
;;;;6522;1.6;;0.0016
;;;;6523;1.6;;0.0016
;;;;6524;1.6;;0.0016
;;;;6525;1.1;;0.0011
;;;;6526;1.1;;0.0011
;;;;6527;1.1;;0.0011
;;;;6528;1.1;;0.0011
;;;;6529;0.25;;0.00025
;;;;6530;0.25;;0.00025
;;;;6531;0.25;;0.00025
;;;;6532;0.25;;0.00025
;;;;6533;1.5;;0.0015
;;;;6534;1.5;;0.0015
;;;;6535;1.5;;0.0015
;;;;6536;1.5;;0.0015
;;;;6537;1.2;;0.0012
;;;;6538;1.2;;0.0012
;;;;6539;1.2;;0.0012
;;;;6540;1.2;;0.0012
;;;;6541;2;;0.002
;;;;6542;2;;0.002
;;;;6543;2;;0.002
;;;;6544;2;;0.002
;;;;6545;1.6;;0.0016
;;;;6546;1.6;;0.0016
;;;;6547;1.6;;0.0016
;;;;6548;1.6;;0.0016
;;;;6549;1;;0.001
;;;;6550;1;;0.001
;;;;6551;1;;0.001
;;;;6552;1;;0.001
;;;;6553;0.9;;0.0009
;;;;6554;0.9;;0.0009
;;;;6555;0.9;;0.0009
;;;;6556;0.9;;0.0009
;;;;6557;2.5;;0.0025
;;;;6558;2.5;;0.0025
;;;;6559;2.5;;0.0025
;;;;6560;2.5;;0.0025
;;;;6561;12.5;;0.0125
;;;;6562;12.5;;0.0125
;;;;6563;12.5;;0.0125
;;;;6564;12.5;;0.0125
;;;;6565;2.8;;0.0028
;;;;6566;2.8;;0.0028
;;;;6567;2.8;;0.0028
;;;;6568;2.8;;0.0028
;;;;6569;9.8;;0.0098
;;;;6570;9.8;;0.0098
;;;;6571;9.8;;0.0098
;;;;6572;9.8;;0.0098
;;;;6573;3.8;;0.0038
;;;;6574;3.8;;0.0038
;;;;6575;3.8;;0.0038
;;;;6576;3.8;;0.0038
;;;;6577;0.7;;0.0007
;;;;6578;0.7;;0.0007
;;;;6579;0.7;;0.0007
;;;;6580;0.7;;0.0007
;;;;6581;3.5;;0.0035
;;;;6582;3.5;;0.0035
;;;;6583;3.5;;0.0035
;;;;6584;3.5;;0.0035
;;;;6585;10.8;;0.0108
;;;;6586;10.8;;0.0108
;;;;6587;10.8;;0.0108
;;;;6588;10.8;;0.0108
;;;;6589;2.75;;0.00275
;;;;6590;2.75;;0.00275
;;;;6591;2.75;;0.00275
;;;;6592;2.75;;0.00275
;;;;6593;9;;0.009
;;;;6594;9;;0.009
;;;;6595;9;;0.009
;;;;6596;9;;0.009
;;;;6597;3.5;;0.0035
;;;;6598;3.5;;0.0035
;;;;6599;3.5;;0.0035
;;;;6600;3.5;;0.0035
;;;;6601;1.8;;0.0018
;;;;6602;1.8;;0.0018
;;;;6603;1.8;;0.0018
;;;;6604;1.8;;0.0018
;;;;6605;3.4;;0.0034
;;;;6606;3.4;;0.0034
;;;;6607;3.4;;0.0034
;;;;6608;3.4;;0.0034
;;;;6609;10.72;;0.01072
;;;;6610;10.72;;0.01072
;;;;6611;10.72;;0.01072
;;;;6612;10.72;;0.01072
;;;;6613;2.8;;0.0028
;;;;6614;2.8;;0.0028
;;;;6615;2.8;;0.0028
;;;;6616;2.8;;0.0028
;;;;6617;13.9;;0.0139
;;;;6618;13.9;;0.0139
;;;;6619;13.9;;0.0139
;;;;6620;13.9;;0.0139
;;;;6621;3.3;;0.0033
;;;;6622;3.3;;0.0033
;;;;6623;3.3;;0.0033
;;;;6624;3.3;;0.0033
;;;;6625;1.68;;0.00168
;;;;6626;1.68;;0.00168
;;;;6627;1.68;;0.00168
;;;;6628;1.68;;0.00168
;;;;6629;5.4;;0.0054
;;;;6630;5.4;;0.0054
;;;;6631;5.4;;0.0054
;;;;6632;5.4;;0.0054
;;;;6633;19.78;;0.01978
;;;;6634;19.78;;0.01978
;;;;6635;19.78;;0.01978
;;;;6636;19.78;;0.01978
;;;;6637;5;;0.005
;;;;6638;5;;0.005
;;;;6639;5;;0.005
;;;;6640;5;;0.005
;;;;6641;17.8;;0.0178
;;;;6642;17.8;;0.0178
;;;;6643;17.8;;0.0178
;;;;6644;17.8;;0.0178
;;;;6645;4;;0.004
;;;;6646;4;;0.004
;;;;6647;4;;0.004
;;;;6648;4;;0.004
;;;;6649;1.9;;0.0019
;;;;6650;1.9;;0.0019
;;;;6651;1.9;;0.0019
;;;;6652;1.9;;0.0019
;;;;6653;5.27;;0.00527
;;;;6654;5.27;;0.00527
;;;;6655;5.27;;0.00527
;;;;6656;5.27;;0.00527
;;;;6657;18;;0.018
;;;;6658;18;;0.018
;;;;6659;18;;0.018
;;;;6660;18;;0.018
;;;;6661;4.6;;0.0046
;;;;6662;4.6;;0.0046
;;;;6663;4.6;;0.0046
;;;;6664;4.6;;0.0046
;;;;6665;16.9;;0.0169
;;;;6666;16.9;;0.0169
;;;;6667;16.9;;0.0169
;;;;6668;16.9;;0.0169
;;;;6669;4;;0.004
;;;;6670;4;;0.004
;;;;6671;4;;0.004
;;;;6672;4;;0.004
;;;;6673;3.5;;0.0035
;;;;6674;3.5;;0.0035
;;;;6675;3.5;;0.0035
;;;;6676;3.5;;0.0035
;;;;6677;5.3;;0.0053
;;;;6678;5.3;;0.0053
;;;;6679;5.3;;0.0053
;;;;6680;5.3;;0.0053
;;;;6681;12.8;;0.0128
;;;;6682;12.8;;0.0128
;;;;6683;12.8;;0.0128
;;;;6684;12.8;;0.0128
;;;;6685;3.19;;0.00319
;;;;6686;3.19;;0.00319
;;;;6687;3.19;;0.00319
;;;;6688;3.19;;0.00319
;;;;6689;13.85;;0.01385
;;;;6690;13.85;;0.01385
;;;;6691;13.85;;0.01385
;;;;6692;13.85;;0.01385
;;;;6693;4;;0.004
;;;;6694;4;;0.004
;;;;6695;4;;0.004
;;;;6696;4;;0.004
;;;;6697;2.1;;0.0021
;;;;6698;2.1;;0.0021
;;;;6699;2.1;;0.0021
;;;;6700;2.1;;0.0021
;;;;6701;5;;0.005
;;;;6702;5;;0.005
;;;;6703;5;;0.005
;;;;6704;5;;0.005
;;;;6705;9.6;;0.0096
;;;;6706;9.6;;0.0096
;;;;6707;9.6;;0.0096
;;;;6708;9.6;;0.0096
;;;;6709;3.2;;0.0032
;;;;6710;3.2;;0.0032
;;;;6711;3.2;;0.0032
;;;;6712;3.2;;0.0032
;;;;6713;11;;0.011
;;;;6714;11;;0.011
;;;;6715;11;;0.011
;;;;6716;11;;0.011
;;;;6717;4.98;;0.00498
;;;;6718;4.98;;0.00498
;;;;6719;4.98;;0.00498
;;;;6720;4.98;;0.00498
;;;;6721;5;;0.005
;;;;6722;5;;0.005
;;;;6723;5;;0.005
;;;;6724;5;;0.005
;;;;6725;34.46;;0.03446
;;;;6726;34.46;;0.03446
;;;;6727;34.46;;0.03446
;;;;6728;34.46;;0.03446
;;;;6729;63;;0.063
;;;;6730;63;;0.063
;;;;6731;63;;0.063
;;;;6732;63;;0.063
;;;;6733;49;;0.049
;;;;6734;49;;0.049
;;;;6735;49;;0.049
;;;;6736;49;;0.049
;;;;6737;56;;0.056
;;;;6738;56;;0.056
;;;;6739;56;;0.056
;;;;6740;56;;0.056
;;;;6741;43.2;;0.0432
;;;;6742;43.2;;0.0432
;;;;6743;43.2;;0.0432
;;;;6744;43.2;;0.0432
;;;;6745;4.5;;0.0045
;;;;6746;4.5;;0.0045
;;;;6747;4.5;;0.0045
;;;;6748;4.5;;0.0045
;;;;6749;44;;0.044
;;;;6750;44;;0.044
;;;;6751;44;;0.044
;;;;6752;44;;0.044
;;;;6753;57;;0.057
;;;;6754;57;;0.057
;;;;6755;57;;0.057
;;;;6756;57;;0.057
;;;;6757;36;;0.036
;;;;6758;36;;0.036
;;;;6759;36;;0.036
;;;;6760;36;;0.036
;;;;6761;52.74;;0.05274
;;;;6762;52.74;;0.05274
;;;;6763;52.74;;0.05274
;;;;6764;52.74;;0.05274
;;;;6765;40;;0.04
;;;;6766;40;;0.04
;;;;6767;40;;0.04
;;;;6768;40;;0.04
;;;;6769;3.84;;0.00384
;;;;6770;3.84;;0.00384
;;;;6771;3.84;;0.00384
;;;;6772;3.84;;0.00384
;;;;6773;29.4;;0.0294
;;;;6774;29.4;;0.0294
;;;;6775;29.4;;0.0294
;;;;6776;29.4;;0.0294
;;;;6777;49;;0.049
;;;;6778;49;;0.049
;;;;6779;49;;0.049
;;;;6780;49;;0.049
;;;;6781;28;;0.028
;;;;6782;28;;0.028
;;;;6783;28;;0.028
;;;;6784;28;;0.028
;;;;6785;49;;0.049
;;;;6786;49;;0.049
;;;;6787;49;;0.049
;;;;6788;49;;0.049
;;;;6789;33.6;;0.0336
;;;;6790;33.6;;0.0336
;;;;6791;33.6;;0.0336
;;;;6792;33.6;;0.0336
;;;;6793;3.2;;0.0032
;;;;6794;3.2;;0.0032
;;;;6795;3.2;;0.0032
;;;;6796;3.2;;0.0032
;;;;6797;24;;0.024
;;;;6798;24;;0.024
;;;;6799;24;;0.024
;;;;6800;24;;0.024
;;;;6801;40.6;;0.0406
;;;;6802;40.6;;0.0406
;;;;6803;40.6;;0.0406
;;;;6804;40.6;;0.0406
;;;;6805;23.8;;0.0238
;;;;6806;23.8;;0.0238
;;;;6807;23.8;;0.0238
;;;;6808;23.8;;0.0238
;;;;6809;40;;0.04
;;;;6810;40;;0.04
;;;;6811;40;;0.04
;;;;6812;40;;0.04
;;;;6813;28.8;;0.0288
;;;;6814;28.8;;0.0288
;;;;6815;28.8;;0.0288
;;;;6816;28.8;;0.0288
;;;;6817;2.8;;0.0028
;;;;6818;2.8;;0.0028
;;;;6819;2.8;;0.0028
;;;;6820;2.8;;0.0028
;;;;6821;21.2;;0.0212
;;;;6822;21.2;;0.0212
;;;;6823;21.2;;0.0212
;;;;6824;21.2;;0.0212
;;;;6825;35.99;;0.03599
;;;;6826;35.99;;0.03599
;;;;6827;35.99;;0.03599
;;;;6828;35.99;;0.03599
;;;;6829;21.99;;0.02199
;;;;6830;21.99;;0.02199
;;;;6831;21.99;;0.02199
;;;;6832;21.99;;0.02199
;;;;6833;37;;0.037
;;;;6834;37;;0.037
;;;;6835;37;;0.037
;;;;6836;37;;0.037
;;;;6837;24.8;;0.0248
;;;;6838;24.8;;0.0248
;;;;6839;24.8;;0.0248
;;;;6840;24.8;;0.0248
;;;;6841;2;;0.002
;;;;6842;2;;0.002
;;;;6843;2;;0.002
;;;;6844;2;;0.002
;;;;6845;4;;0.004
;;;;6846;4;;0.004
;;;;6847;4;;0.004
;;;;6848;4;;0.004
;;;;6849;10;;0.01
;;;;6850;10;;0.01
;;;;6851;10;;0.01
;;;;6852;10;;0.01
;;;;6853;3.1;;0.0031
;;;;6854;3.1;;0.0031
;;;;6855;3.1;;0.0031
;;;;6856;3.1;;0.0031
;;;;6857;10.8;;0.0108
;;;;6858;10.8;;0.0108
;;;;6859;10.8;;0.0108
;;;;6860;10.8;;0.0108
;;;;6861;3.6;;0.0036
;;;;6862;3.6;;0.0036
;;;;6863;3.6;;0.0036
;;;;6864;3.6;;0.0036
;;;;6865;3;;0.003
;;;;6866;3;;0.003
;;;;6867;3;;0.003
;;;;6868;3;;0.003
;;;;6869;3.4;;0.0034
;;;;6870;3.4;;0.0034
;;;;6871;3.4;;0.0034
;;;;6872;3.4;;0.0034
;;;;6873;7.99;;0.00799
;;;;6874;7.99;;0.00799
;;;;6875;7.99;;0.00799
;;;;6876;7.99;;0.00799
;;;;6877;2.9;;0.0029
;;;;6878;2.9;;0.0029
;;;;6879;2.9;;0.0029
;;;;6880;2.9;;0.0029
;;;;6881;9.2;;0.0092
;;;;6882;9.2;;0.0092
;;;;6883;9.2;;0.0092
;;;;6884;9.2;;0.0092
;;;;6885;4.1;;0.0041
;;;;6886;4.1;;0.0041
;;;;6887;4.1;;0.0041
;;;;6888;4.1;;0.0041
;;;;6889;2.4;;0.0024
;;;;6890;2.4;;0.0024
;;;;6891;2.4;;0.0024
;;;;6892;2.4;;0.0024
;;;;6893;16;;0.016
;;;;6894;16;;0.016
;;;;6895;16;;0.016
;;;;6896;16;;0.016
;;;;6897;26.5;;0.0265
;;;;6898;26.5;;0.0265
;;;;6899;26.5;;0.0265
;;;;6900;26.5;;0.0265
;;;;6901;19.67;;0.01967
;;;;6902;19.67;;0.01967
;;;;6903;19.67;;0.01967
;;;;6904;19.67;;0.01967
;;;;6905;24.8;;0.0248
;;;;6906;24.8;;0.0248
;;;;6907;24.8;;0.0248
;;;;6908;24.8;;0.0248
;;;;6909;16;;0.016
;;;;6910;16;;0.016
;;;;6911;16;;0.016
;;;;6912;16;;0.016
;;;;6913;1.6;;0.0016
;;;;6914;1.6;;0.0016
;;;;6915;1.6;;0.0016
;;;;6916;1.6;;0.0016
;;;;6917;8;;0.008
;;;;6918;8;;0.008
;;;;6919;8;;0.008
;;;;6920;8;;0.008
;;;;6921;18.74;;0.01874
;;;;6922;18.74;;0.01874
;;;;6923;18.74;;0.01874
;;;;6924;18.74;;0.01874
;;;;6925;10;;0.01
;;;;6926;10;;0.01
;;;;6927;10;;0.01
;;;;6928;10;;0.01
;;;;6929;16;;0.016
;;;;6930;16;;0.016
;;;;6931;16;;0.016
;;;;6932;16;;0.016
;;;;6933;9;;0.009
;;;;6934;9;;0.009
;;;;6935;9;;0.009
;;;;6936;9;;0.009
;;;;6937;1.3;;0.0013
;;;;6938;1.3;;0.0013
;;;;6939;1.3;;0.0013
;;;;6940;1.3;;0.0013
;;;;6941;6.75;;0.00675
;;;;6942;6.75;;0.00675
;;;;6943;6.75;;0.00675
;;;;6944;6.75;;0.00675
;;;;6945;15;;0.015
;;;;6946;15;;0.015
;;;;6947;15;;0.015
;;;;6948;15;;0.015
;;;;6949;7.1;;0.0071
;;;;6950;7.1;;0.0071
;;;;6951;7.1;;0.0071
;;;;6952;7.1;;0.0071
;;;;6953;13.76;;0.01376
;;;;6954;13.76;;0.01376
;;;;6955;13.76;;0.01376
;;;;6956;13.76;;0.01376
;;;;6957;7;;0.007
;;;;6958;7;;0.007
;;;;6959;7;;0.007
;;;;6960;7;;0.007
;;;;6961;1.14;;0.00114
;;;;6962;1.14;;0.00114
;;;;6963;1.14;;0.00114
;;;;6964;1.14;;0.00114
;;;;6965;5.4;;0.0054
;;;;6966;5.4;;0.0054
;;;;6967;5.4;;0.0054
;;;;6968;5.4;;0.0054
;;;;6969;14.32;;0.01432
;;;;6970;14.32;;0.01432
;;;;6971;14.32;;0.01432
;;;;6972;14.32;;0.01432
;;;;6973;6.1;;0.0061
;;;;6974;6.1;;0.0061
;;;;6975;6.1;;0.0061
;;;;6976;6.1;;0.0061
;;;;6977;12.5;;0.0125
;;;;6978;12.5;;0.0125
;;;;6979;12.5;;0.0125
;;;;6980;12.5;;0.0125
;;;;6981;6;;0.006
;;;;6982;6;;0.006
;;;;6983;6;;0.006
;;;;6984;6;;0.006
;;;;6985;0.8;;0.0008
;;;;6986;0.8;;0.0008
;;;;6987;0.8;;0.0008
;;;;6988;0.8;;0.0008
;;;;6989;4;;0.004
;;;;6990;4;;0.004
;;;;6991;4;;0.004
;;;;6992;4;;0.004
;;;;6993;12.5;;0.0125
;;;;6994;12.5;;0.0125
;;;;6995;12.5;;0.0125
;;;;6996;12.5;;0.0125
;;;;6997;5.4;;0.0054
;;;;6998;5.4;;0.0054
;;;;6999;5.4;;0.0054
;;;;7000;5.4;;0.0054
;;;;7001;12.3;;0.0123
;;;;7002;12.3;;0.0123
;;;;7003;12.3;;0.0123
;;;;7004;12.3;;0.0123
;;;;7005;5.3;;0.0053
;;;;7006;5.3;;0.0053
;;;;7007;5.3;;0.0053
;;;;7008;5.3;;0.0053
;;;;7009;1.6;;0.0016
;;;;7010;1.6;;0.0016
;;;;7011;1.6;;0.0016
;;;;7012;1.6;;0.0016
;;;;7013;4;;0.004
;;;;7014;4;;0.004
;;;;7015;4;;0.004
;;;;7016;4;;0.004
;;;;7017;5.1;;0.0051
;;;;7018;5.1;;0.0051
;;;;7019;5.1;;0.0051
;;;;7020;5.1;;0.0051
;;;;7021;3.8;;0.0038
;;;;7022;3.8;;0.0038
;;;;7023;3.8;;0.0038
;;;;7024;3.8;;0.0038
;;;;7025;4.5;;0.0045
;;;;7026;4.5;;0.0045
;;;;7027;4.5;;0.0045
;;;;7028;4.5;;0.0045
;;;;7029;4.8;;0.0048
;;;;7030;4.8;;0.0048
;;;;7031;4.8;;0.0048
;;;;7032;4.8;;0.0048
;;;;7033;2;;0.002
;;;;7034;2;;0.002
;;;;7035;2;;0.002
;;;;7036;2;;0.002
;;;;7037;3.5;;0.0035
;;;;7038;3.5;;0.0035
;;;;7039;3.5;;0.0035
;;;;7040;3.5;;0.0035
;;;;7041;3.5;;0.0035
;;;;7042;3.5;;0.0035
;;;;7043;3.5;;0.0035
;;;;7044;3.5;;0.0035
;;;;7045;2.24;;0.00224
;;;;7046;2.24;;0.00224
;;;;7047;2.24;;0.00224
;;;;7048;2.24;;0.00224
;;;;7049;3;;0.003
;;;;7050;3;;0.003
;;;;7051;3;;0.003
;;;;7052;3;;0.003
;;;;7053;2.3;;0.0023
;;;;7054;2.3;;0.0023
;;;;7055;2.3;;0.0023
;;;;7056;2.3;;0.0023
;;;;7057;1;;0.001
;;;;7058;1;;0.001
;;;;7059;1;;0.001
;;;;7060;1;;0.001
;;;;7061;7.5;;0.0075
;;;;7062;7.5;;0.0075
;;;;7063;7.5;;0.0075
;;;;7064;7.5;;0.0075
;;;;7065;13.56;;0.01356
;;;;7066;13.56;;0.01356
;;;;7067;13.56;;0.01356
;;;;7068;13.56;;0.01356
;;;;7069;7;;0.007
;;;;7070;7;;0.007
;;;;7071;7;;0.007
;;;;7072;7;;0.007
;;;;7073;13;;0.013
;;;;7074;13;;0.013
;;;;7075;13;;0.013
;;;;7076;13;;0.013
;;;;7077;9.36;;0.00936
;;;;7078;9.36;;0.00936
;;;;7079;9.36;;0.00936
;;;;7080;9.36;;0.00936
;;;;7081;1;;0.001
;;;;7082;1;;0.001
;;;;7083;1;;0.001
;;;;7084;1;;0.001
;;;;7085;5.2;;0.0052
;;;;7086;5.2;;0.0052
;;;;7087;5.2;;0.0052
;;;;7088;5.2;;0.0052
;;;;7089;10;;0.01
;;;;7090;10;;0.01
;;;;7091;10;;0.01
;;;;7092;10;;0.01
;;;;7093;5.05;;0.00505
;;;;7094;5.05;;0.00505
;;;;7095;5.05;;0.00505
;;;;7096;5.05;;0.00505
;;;;7097;9.8;;0.0098
;;;;7098;9.8;;0.0098
;;;;7099;9.8;;0.0098
;;;;7100;9.8;;0.0098
;;;;7101;7.5;;0.0075
;;;;7102;7.5;;0.0075
;;;;7103;7.5;;0.0075
;;;;7104;7.5;;0.0075
;;;;7105;0.8;;0.0008
;;;;7106;0.8;;0.0008
;;;;7107;0.8;;0.0008
;;;;7108;0.8;;0.0008
;;;;7109;4.8;;0.0048
;;;;7110;4.8;;0.0048
;;;;7111;4.8;;0.0048
;;;;7112;4.8;;0.0048
;;;;7113;9;;0.009
;;;;7114;9;;0.009
;;;;7115;9;;0.009
;;;;7116;9;;0.009
;;;;7117;4.6;;0.0046
;;;;7118;4.6;;0.0046
;;;;7119;4.6;;0.0046
;;;;7120;4.6;;0.0046
;;;;7121;8.72;;0.00872
;;;;7122;8.72;;0.00872
;;;;7123;8.72;;0.00872
;;;;7124;8.72;;0.00872
;;;;7125;5.06;;0.00506
;;;;7126;5.06;;0.00506
;;;;7127;5.06;;0.00506
;;;;7128;5.06;;0.00506
;;;;7129;0.7;;0.0007
;;;;7130;0.7;;0.0007
;;;;7131;0.7;;0.0007
;;;;7132;0.7;;0.0007
;;;;7133;4.2;;0.0042
;;;;7134;4.2;;0.0042
;;;;7135;4.2;;0.0042
;;;;7136;4.2;;0.0042
;;;;7137;7.9;;0.0079
;;;;7138;7.9;;0.0079
;;;;7139;7.9;;0.0079
;;;;7140;7.9;;0.0079
;;;;7141;4.2;;0.0042
;;;;7142;4.2;;0.0042
;;;;7143;4.2;;0.0042
;;;;7144;4.2;;0.0042
;;;;7145;8.1;;0.0081
;;;;7146;8.1;;0.0081
;;;;7147;8.1;;0.0081
;;;;7148;8.1;;0.0081
;;;;7149;3.9;;0.0039
;;;;7150;3.9;;0.0039
;;;;7151;3.9;;0.0039
;;;;7152;3.9;;0.0039
;;;;7153;2.9;;0.0029
;;;;7154;2.9;;0.0029
;;;;7155;2.9;;0.0029
;;;;7156;2.9;;0.0029
;;;;7157;3.9;;0.0039
;;;;7158;3.9;;0.0039
;;;;7159;3.9;;0.0039
;;;;7160;3.9;;0.0039
;;;;7161;7.95;;0.00795
;;;;7162;7.95;;0.00795
;;;;7163;7.95;;0.00795
;;;;7164;7.95;;0.00795
;;;;7165;3.8;;0.0038
;;;;7166;3.8;;0.0038
;;;;7167;3.8;;0.0038
;;;;7168;3.8;;0.0038
;;;;7169;7.4;;0.0074
;;;;7170;7.4;;0.0074
;;;;7171;7.4;;0.0074
;;;;7172;7.4;;0.0074
;;;;7173;3.52;;0.00352
;;;;7174;3.52;;0.00352
;;;;7175;3.52;;0.00352
;;;;7176;3.52;;0.00352
;;;;7177;0.8;;0.0008
;;;;7178;0.8;;0.0008
;;;;7179;0.8;;0.0008
;;;;7180;0.8;;0.0008
;;;;7181;3.4;;0.0034
;;;;7182;3.4;;0.0034
;;;;7183;3.4;;0.0034
;;;;7184;3.4;;0.0034
;;;;7185;3.9;;0.0039
;;;;7186;3.9;;0.0039
;;;;7187;3.9;;0.0039
;;;;7188;3.9;;0.0039
;;;;7189;2.1;;0.0021
;;;;7190;2.1;;0.0021
;;;;7191;2.1;;0.0021
;;;;7192;2.1;;0.0021
;;;;7193;2.9;;0.0029
;;;;7194;2.9;;0.0029
;;;;7195;2.9;;0.0029
;;;;7196;2.9;;0.0029
;;;;7197;2.5;;0.0025
;;;;7198;2.5;;0.0025
;;;;7199;2.5;;0.0025
;;;;7200;2.5;;0.0025
;;;;7201;1.2;;0.0012
;;;;7202;1.2;;0.0012
;;;;7203;1.2;;0.0012
;;;;7204;1.2;;0.0012
;;;;7205;2.3;;0.0023
;;;;7206;2.3;;0.0023
;;;;7207;2.3;;0.0023
;;;;7208;2.3;;0.0023
;;;;7209;2.3;;0.0023
;;;;7210;2.3;;0.0023
;;;;7211;2.3;;0.0023
;;;;7212;2.3;;0.0023
;;;;7213;2.2;;0.0022
;;;;7214;2.2;;0.0022
;;;;7215;2.2;;0.0022
;;;;7216;2.2;;0.0022
;;;;7217;2.7;;0.0027
;;;;7218;2.7;;0.0027
;;;;7219;2.7;;0.0027
;;;;7220;2.7;;0.0027
;;;;7221;2;;0.002
;;;;7222;2;;0.002
;;;;7223;2;;0.002
;;;;7224;2;;0.002
;;;;7225;1;;0.001
;;;;7226;1;;0.001
;;;;7227;1;;0.001
;;;;7228;1;;0.001
;;;;7229;5.6;;0.0056
;;;;7230;5.6;;0.0056
;;;;7231;5.6;;0.0056
;;;;7232;5.6;;0.0056
;;;;7233;13.5;;0.0135
;;;;7234;13.5;;0.0135
;;;;7235;13.5;;0.0135
;;;;7236;13.5;;0.0135
;;;;7237;7.2;;0.0072
;;;;7238;7.2;;0.0072
;;;;7239;7.2;;0.0072
;;;;7240;7.2;;0.0072
;;;;7241;15;;0.015
;;;;7242;15;;0.015
;;;;7243;15;;0.015
;;;;7244;15;;0.015
;;;;7245;8;;0.008
;;;;7246;8;;0.008
;;;;7247;8;;0.008
;;;;7248;8;;0.008
;;;;7249;0.91;;0.00091
;;;;7250;0.91;;0.00091
;;;;7251;0.91;;0.00091
;;;;7252;0.91;;0.00091
;;;;7253;4.74;;0.00474
;;;;7254;4.74;;0.00474
;;;;7255;4.74;;0.00474
;;;;7256;4.74;;0.00474
;;;;7257;12;;0.012
;;;;7258;12;;0.012
;;;;7259;12;;0.012
;;;;7260;12;;0.012
;;;;7261;6;;0.006
;;;;7262;6;;0.006
;;;;7263;6;;0.006
;;;;7264;6;;0.006
;;;;7265;9.9;;0.0099
;;;;7266;9.9;;0.0099
;;;;7267;9.9;;0.0099
;;;;7268;9.9;;0.0099
;;;;7269;7;;0.007
;;;;7270;7;;0.007
;;;;7271;7;;0.007
;;;;7272;7;;0.007
;;;;7273;1;;0.001
;;;;7274;1;;0.001
;;;;7275;1;;0.001
;;;;7276;1;;0.001
;;;;7277;5.25;;0.00525
;;;;7278;5.25;;0.00525
;;;;7279;5.25;;0.00525
;;;;7280;5.25;;0.00525
;;;;7281;44;;0.044
;;;;7282;44;;0.044
;;;;7283;44;;0.044
;;;;7284;44;;0.044
;;;;7285;10.11;;0.01011
;;;;7286;10.11;;0.01011
;;;;7287;10.11;;0.01011
;;;;7288;10.11;;0.01011
;;;;7289;24;;0.024
;;;;7290;24;;0.024
;;;;7291;24;;0.024
;;;;7292;24;;0.024
;;;;7293;10.82;;0.01082
;;;;7294;10.82;;0.01082
;;;;7295;10.82;;0.01082
;;;;7296;10.82;;0.01082
;;;;7297;6;;0.006
;;;;7298;6;;0.006
;;;;7299;6;;0.006
;;;;7300;6;;0.006
;;;;7301;30;;0.03
;;;;7302;30;;0.03
;;;;7303;30;;0.03
;;;;7304;30;;0.03
;;;;7305;80;;0.08
;;;;7306;80;;0.08
;;;;7307;80;;0.08
;;;;7308;80;;0.08
;;;;7309;25;;0.025
;;;;7310;25;;0.025
;;;;7311;25;;0.025
;;;;7312;25;;0.025
;;;;7313;52.9;;0.0529
;;;;7314;52.9;;0.0529
;;;;7315;52.9;;0.0529
;;;;7316;52.9;;0.0529
;;;;7317;24;;0.024
;;;;7318;24;;0.024
;;;;7319;24;;0.024
;;;;7320;24;;0.024
;;;;7321;2.2;;0.0022
;;;;7322;2.2;;0.0022
;;;;7323;2.2;;0.0022
;;;;7324;2.2;;0.0022
;;;;7325;14;;0.014
;;;;7326;14;;0.014
;;;;7327;14;;0.014
;;;;7328;14;;0.014
;;;;7329;47.64;;0.04764
;;;;7330;47.64;;0.04764
;;;;7331;47.64;;0.04764
;;;;7332;47.64;;0.04764
;;;;7333;14;;0.014
;;;;7334;14;;0.014
;;;;7335;14;;0.014
;;;;7336;14;;0.014
;;;;7337;34.6;;0.0346
;;;;7338;34.6;;0.0346
;;;;7339;34.6;;0.0346
;;;;7340;34.6;;0.0346
;;;;7341;13.99;;0.01399
;;;;7342;13.99;;0.01399
;;;;7343;13.99;;0.01399
;;;;7344;13.99;;0.01399
;;;;7345;1.2;;0.0012
;;;;7346;1.2;;0.0012
;;;;7347;1.2;;0.0012
;;;;7348;1.2;;0.0012
;;;;7349;3.2;;0.0032
;;;;7350;3.2;;0.0032
;;;;7351;3.2;;0.0032
;;;;7352;3.2;;0.0032
;;;;7353;4.8;;0.0048
;;;;7354;4.8;;0.0048
;;;;7355;4.8;;0.0048
;;;;7356;4.8;;0.0048
;;;;7357;2.9;;0.0029
;;;;7358;2.9;;0.0029
;;;;7359;2.9;;0.0029
;;;;7360;2.9;;0.0029
;;;;7361;4.8;;0.0048
;;;;7362;4.8;;0.0048
;;;;7363;4.8;;0.0048
;;;;7364;4.8;;0.0048
;;;;7365;4.06;;0.00406
