;;;#of times;de;;;
;2813;2.8;4;704;1.8;;0.0018
;2817;1.2;4;705;18;;0.018
;2821;0.8;4;706;18;;0.018
;2825;0.9;4;707;18;;0.018
;2829;0.9;4;708;18;;0.018
;2833;0.65;4;709;2.62;;0.00262
;2837;1.6;4;710;2.62;;0.00262
;2841;2.5;4;711;2.62;;0.00262
;2845;3;4;712;2.62;;0.00262
;2849;0.9;4;713;6.9;;0.0069
;2853;0.9;4;714;6.9;;0.0069
;2857;1.16;4;715;6.9;;0.0069
;2861;3.5;4;716;6.9;;0.0069
;2865;17;4;717;2.2;;0.0022
;2869;4.9;4;718;2.2;;0.0022
;2873;7.56;4;719;2.2;;0.0022
;2877;8;4;720;2.2;;0.0022
;2881;2.4;4;721;0.8;;0.0008
;2885;4.5;4;722;0.8;;0.0008
;2889;17;4;723;0.8;;0.0008
;2893;5.04;4;724;0.8;;0.0008
;2897;7.1;4;725;4;;0.004
;2901;8;4;726;4;;0.004
;2905;1.6;4;727;4;;0.004
;2909;4.5;4;728;4;;0.004
;2913;16.8;4;729;4.9;;0.0049
;2917;4;4;730;4.9;;0.0049
;2921;6.7;4;731;4.9;;0.0049
;2925;6.6;4;732;4.9;;0.0049
;2929;1.3;4;733;1.5;;0.0015
;2933;2;4;734;1.5;;0.0015
;2937;3;4;735;1.5;;0.0015
;2941;3.4;4;736;1.5;;0.0015
;2945;2.75;4;737;4.9;;0.0049
;2949;2.5;4;738;4.9;;0.0049
;2953;1.3;4;739;4.9;;0.0049
;2957;1.5;4;740;4.9;;0.0049
;2961;2.7;4;741;1.7;;0.0017
;2965;1.5;4;742;1.7;;0.0017
;2969;2;4;743;1.7;;0.0017
;2973;2.75;4;744;1.7;;0.0017
;2977;1.4;4;745;0.7;;0.0007
;2981;1.5;4;746;0.7;;0.0007
;2985;3;4;747;0.7;;0.0007
;2989;2.2;4;748;0.7;;0.0007
;2993;2.5;4;749;4;;0.004
;2997;2.5;4;750;4;;0.004
;3001;2.5;4;751;4;;0.004
;3005;3;4;752;4;;0.004
;3009;4;4;753;4;;0.004
;3013;3;4;754;4;;0.004
;3017;2.5;4;755;4;;0.004
;3021;5;4;756;4;;0.004
;3025;1;4;757;1.4;;0.0014
;3029;2;4;758;1.4;;0.0014
;3033;13.99;4;759;1.4;;0.0014
;3037;6;4;760;1.4;;0.0014
;3041;14;4;761;4;;0.004
;3045;7.8;4;762;4;;0.004
;3049;2.94;4;763;4;;0.004
;3053;2;4;764;4;;0.004
;3057;12;4;765;1.4;;0.0014
;3061;4;4;766;1.4;;0.0014
;3065;8;4;767;1.4;;0.0014
;3069;4.8;4;768;1.4;;0.0014
;3073;2;4;769;0.55;;0.00055
;3077;2;4;770;0.55;;0.00055
;3081;10.5;4;771;0.55;;0.00055
;3085;4.2;4;772;0.55;;0.00055
;3089;6;4;773;2.5;;0.0025
;3093;4;4;774;2.5;;0.0025
;3097;2.04;4;775;2.5;;0.0025
;3101;2;4;776;2.5;;0.0025
;3105;9.12;4;777;2.8;;0.0028
;3109;3.45;4;778;2.8;;0.0028
;3113;5.4;4;779;2.8;;0.0028
;3117;3.7;4;780;2.8;;0.0028
;3121;2;4;781;1.2;;0.0012
;3125;1.8;4;782;1.2;;0.0012
;3129;8.09;4;783;1.2;;0.0012
;3133;3.02;4;784;1.2;;0.0012
;3137;5.13;4;785;2.6;;0.0026
;3141;3.6;4;786;2.6;;0.0026
;3145;1.88;4;787;2.6;;0.0026
;3149;1.73;4;788;2.6;;0.0026
;3153;7.8;4;789;1.2;;0.0012
;3157;2.75;4;790;1.2;;0.0012
;3161;4.9;4;791;1.2;;0.0012
;3165;4;4;792;1.2;;0.0012
;3169;1.56;4;793;0.5;;0.0005
;3173;2;4;794;0.5;;0.0005
;3177;2.8;4;795;0.5;;0.0005
;3181;2.54;4;796;0.5;;0.0005
;3185;2.04;4;797;1.4;;0.0014
;3189;3.6;4;798;1.4;;0.0014
;3193;1;4;799;1.4;;0.0014
;3197;1;4;800;1.4;;0.0014
;3201;2.2;4;801;1.3;;0.0013
;3205;2.22;4;802;1.3;;0.0013
;3209;2;4;803;1.3;;0.0013
;3213;2.73;4;804;1.3;;0.0013
;3217;1;4;805;0.5;;0.0005
;3221;1;4;806;0.5;;0.0005
;3225;7;4;807;0.5;;0.0005
;3229;2.75;4;808;0.5;;0.0005
;3233;5;4;809;1.5;;0.0015
;3237;3.14;4;810;1.5;;0.0015
;3241;0.9;4;811;1.5;;0.0015
;3245;1;4;812;1.5;;0.0015
;3249;2.5;4;813;0.7;;0.0007
;3253;3;4;814;0.7;;0.0007
;3257;6;4;815;0.7;;0.0007
;3261;3;4;816;0.7;;0.0007
;3265;0.7;4;817;0.6;;0.0006
;3269;0.9;4;818;0.6;;0.0006
;3273;6;4;819;0.6;;0.0006
;3277;3;4;820;0.6;;0.0006
;3281;4.8;4;821;1.2;;0.0012
;3285;2.9;4;822;1.2;;0.0012
;3289;0.5;4;823;1.2;;0.0012
;3293;2.2;4;824;1.2;;0.0012
;3297;3.8;4;825;0.6;;0.0006
;3301;2.5;4;826;0.6;;0.0006
;3305;3;4;827;0.6;;0.0006
;3309;1.8;4;828;0.6;;0.0006
;3313;0.3;4;829;0.6;;0.0006
;3317;0.82;4;830;0.6;;0.0006
;3321;1.9;4;831;0.6;;0.0006
;3325;1.5;4;832;0.6;;0.0006
;3329;1.9;4;833;1;;0.001
;3333;1.2;4;834;1;;0.001
;3337;0.9;4;835;1;;0.001
;3341;0.5;4;836;1;;0.001
;3345;3;4;837;0.6;;0.0006
;3349;0.6;4;838;0.6;;0.0006
;3353;0.7;4;839;0.6;;0.0006
;3357;0.7;4;840;0.6;;0.0006
;3361;3.2;4;841;1.9;;0.0019
;3365;16;4;842;1.9;;0.0019
;3369;19.8;4;843;1.9;;0.0019
;3373;9;4;844;1.9;;0.0019
;3377;17.8;4;845;2.05;;0.00205
;3381;12;4;846;2.05;;0.00205
;3385;3;4;847;2.05;;0.00205
;3389;15;4;848;2.05;;0.00205
;3393;16.3;4;849;24;;0.024
;3397;9;4;850;24;;0.024
;3401;17.8;4;851;24;;0.024
;3405;13.8;4;852;24;;0.024
;3409;2.85;4;853;17;;0.017
;3413;12.8;4;854;17;;0.017
;3417;15;4;855;17;;0.017
;3421;7.8;4;856;17;;0.017
;3425;14.2;4;857;34;;0.034
;3429;12.7;4;858;34;;0.034
;3433;2.6;4;859;34;;0.034
;3437;12;4;860;34;;0.034
;3441;13.55;4;861;17;;0.017
;3445;7;4;862;17;;0.017
;3449;13.5;4;863;17;;0.017
;3453;10.89;4;864;17;;0.017
;3457;2.2;4;865;1;;0.001
;3461;12.75;4;866;1;;0.001
;3465;15;4;867;1;;0.001
;3469;7.75;4;868;1;;0.001
;3473;15;4;869;1.6;;0.0016
;3477;9.4;4;870;1.6;;0.0016
;3481;1.2;4;871;1.6;;0.0016
;3485;2.5;4;872;1.6;;0.0016
;3489;2.5;4;873;17;;0.017
;3493;2.9;4;874;17;;0.017
;3497;2.5;4;875;17;;0.017
;3501;2.1;4;876;17;;0.017
;3505;0.99;4;877;13.6;;0.0136
;3509;2.5;4;878;13.6;;0.0136
;3513;2.1;4;879;13.6;;0.0136
;3517;2;4;880;13.6;;0.0136
;3521;2;4;881;26;;0.026
;3525;2;4;882;26;;0.026
;3529;1.1;4;883;26;;0.026
;3533;7.5;4;884;26;;0.026
;3537;9.1;4;885;12.8;;0.0128
;3541;4;4;886;12.8;;0.0128
;3545;6;4;887;12.8;;0.0128
;3549;4.8;4;888;12.8;;0.0128
;3553;0.65;4;889;1.3;;0.0013
;3557;4.5;4;890;1.3;;0.0013
;3561;7.5;4;891;1.3;;0.0013
;3565;3.4;4;892;1.3;;0.0013
;3569;5;4;893;1.5;;0.0015
;3573;3;4;894;1.5;;0.0015
;3577;0.5;4;895;1.5;;0.0015
;3581;4.38;4;896;1.5;;0.0015
;3585;7.44;4;897;13;;0.013
;3589;3.3;4;898;13;;0.013
;3593;4.9;4;899;13;;0.013
;3597;3;4;900;13;;0.013
;3601;0.4;4;901;9;;0.009
;3605;4.19;4;902;9;;0.009
;3609;7.4;4;903;9;;0.009
;3613;3.3;4;904;9;;0.009
;3617;5.2;4;905;16.64;;0.01664
;3621;2.9;4;906;16.64;;0.01664
;3625;0.32;4;907;16.64;;0.01664
;3629;4;4;908;16.64;;0.01664
;3633;8.1;4;909;10;;0.01
;3637;2.94;4;910;10;;0.01
;3641;4.8;4;911;10;;0.01
;3645;2.7;4;912;10;;0.01
;3649;0.28;4;913;0.9;;0.0009
;3653;0.4;4;914;0.9;;0.0009
;3657;1.5;4;915;0.9;;0.0009
;3661;1.5;4;916;0.9;;0.0009
;3665;2;4;917;1.5;;0.0015
;3669;1.5;4;918;1.5;;0.0015
;3673;0.4;4;919;1.5;;0.0015
;3677;0.81;4;920;1.5;;0.0015
;3681;0.9;4;921;11;;0.011
;3685;1.2;4;922;11;;0.011
;3689;1.7;4;923;11;;0.011
;3693;1.15;4;924;11;;0.011
;3697;1.2;4;925;7.9;;0.0079
;3701;6;4;926;7.9;;0.0079
;3705;17.64;4;927;7.9;;0.0079
;3709;12;4;928;7.9;;0.0079
;3713;18.6;4;929;13;;0.013
;3717;9.9;4;930;13;;0.013
;3721;0.7;4;931;13;;0.013
;3725;4.3;4;932;13;;0.013
;3729;18.5;4;933;7.48;;0.00748
;3733;8.5;4;934;7.48;;0.00748
;3737;17.6;4;935;7.48;;0.00748
;3741;8.6;4;936;7.48;;0.00748
;3745;1;4;937;0.8;;0.0008
;3749;6;4;938;0.8;;0.0008
;3753;18.9;4;939;0.8;;0.0008
;3757;9.5;4;940;0.8;;0.0008
;3761;18.5;4;941;1.2;;0.0012
;3765;8.8;4;942;1.2;;0.0012
;3769;1.5;4;943;1.2;;0.0012
;3773;8.44;4;944;1.2;;0.0012
;3777;24;4;945;7.68;;0.00768
;3781;17;4;946;7.68;;0.00768
;3785;23;4;947;7.68;;0.00768
;3789;14;4;948;7.68;;0.00768
;3793;1;4;949;6;;0.006
;3797;7.2;4;950;6;;0.006
;3801;18;4;951;6;;0.006
;3805;12;4;952;6;;0.006
;3809;19;4;953;8.8;;0.0088
;3813;10;4;954;8.8;;0.0088
;3817;1;4;955;8.8;;0.0088
;3821;2.2;4;956;8.8;;0.0088
;3825;4;4;957;5.8;;0.0058
;3829;3;4;958;5.8;;0.0058
;3833;5;4;959;5.8;;0.0058
;3837;3;4;960;5.8;;0.0058
;3841;0.6;4;961;0.6;;0.0006
;3845;1.49;4;962;0.6;;0.0006
;3849;2;4;963;0.6;;0.0006
;3853;1.6;4;964;0.6;;0.0006
;3857;3.9;4;965;0.8;;0.0008
;3861;2.5;4;966;0.8;;0.0008
;3865;0.95;4;967;0.8;;0.0008
;3869;6;4;968;0.8;;0.0008
;3873;17;4;969;3;;0.003
;3877;9.5;4;970;3;;0.003
;3881;17;4;971;3;;0.003
;3885;11.25;4;972;3;;0.003
;3889;0.8;4;973;2.3;;0.0023
;3893;5.7;4;974;2.3;;0.0023
;3897;17;4;975;2.3;;0.0023
;3901;9.5;4;976;2.3;;0.0023
;3905;16;4;977;4;;0.004
;3909;8.5;4;978;4;;0.004
;3913;2;4;979;4;;0.004
;3917;8;4;980;4;;0.004
;3921;25.78;4;981;1.5;;0.0015
;3925;9.6;4;982;1.5;;0.0015
;3929;18;4;983;1.5;;0.0015
;3933;8;4;984;1.5;;0.0015
;3937;0.9;4;985;1;;0.001
;3941;8;4;986;1;;0.001
;3945;26;4;987;1;;0.001
;3949;8.6;4;988;1;;0.001
;3953;19;4;989;1.1;;0.0011
;3957;8.5;4;990;1.1;;0.0011
;3961;1;4;991;1.1;;0.0011
;3965;6.5;4;992;1.1;;0.0011
;3969;19;4;993;0.98;;0.00098
;3973;7.86;4;994;0.98;;0.00098
;3977;16;4;995;0.98;;0.00098
;3981;7.5;4;996;0.98;;0.00098
;3985;0.8;4;997;2;;0.002
;3989;1.4;4;998;2;;0.002
;3993;2.2;4;999;2;;0.002
;3997;1.8;4;1000;2;;0.002
;4001;3.25;4;1001;1.4;;0.0014
;4005;1.99;4;1002;1.4;;0.0014
;4009;0.7;4;1003;1.4;;0.0014
;4013;1.2;4;1004;1.4;;0.0014
;4017;1.5;4;1005;1.4;;0.0014
;4021;1.4;4;1006;1.4;;0.0014
;4025;1.5;4;1007;1.4;;0.0014
;4029;1.61;4;1008;1.4;;0.0014
;4033;0.7;4;1009;8;;0.008
;4037;4;4;1010;8;;0.008
;4041;13.67;4;1011;8;;0.008
;4045;5.09;4;1012;8;;0.008
;4049;13.09;4;1013;4.8;;0.0048
;4053;5.09;4;1014;4.8;;0.0048
;4057;1.5;4;1015;4.8;;0.0048
;4061;3.5;4;1016;4.8;;0.0048
;4065;12.5;4;1017;20.3;;0.0203
;4069;4.5;4;1018;20.3;;0.0203
;4073;11.09;4;1019;20.3;;0.0203
;4077;4.09;4;1020;20.3;;0.0203
;4081;1;4;1021;12;;0.012
;4085;3.33;4;1022;12;;0.012
;4089;12.09;4;1023;12;;0.012
;4093;4.5;4;1024;12;;0.012
;4097;11.09;4;1025;18;;0.018
;4101;4.09;4;1026;18;;0.018
;4105;0.9;4;1027;18;;0.018
;4109;3.2;4;1028;18;;0.018
;4113;11.86;4;1029;15.8;;0.0158
;4117;4.1;4;1030;15.8;;0.0158
;4121;9.98;4;1031;15.8;;0.0158
;4125;3.69;4;1032;15.8;;0.0158
;4129;0.72;4;1033;2.3;;0.0023
;4133;2.5;4;1034;2.3;;0.0023
;4137;9.9;4;1035;2.3;;0.0023
;4141;3.5;4;1036;2.3;;0.0023
;4145;8.7;4;1037;3.8;;0.0038
;4149;3.22;4;1038;3.8;;0.0038
;4153;0.6;4;1039;3.8;;0.0038
;4157;0.8;4;1040;3.8;;0.0038
;4161;1.5;4;1041;15;;0.015
;4165;1.5;4;1042;15;;0.015
;4169;1.5;4;1043;15;;0.015
;4173;1;4;1044;15;;0.015
;4177;0.42;4;1045;6.6;;0.0066
;4181;0.65;4;1046;6.6;;0.0066
;4185;0.9;4;1047;6.6;;0.0066
;4189;1;4;1048;6.6;;0.0066
;4193;1.1;4;1049;9.8;;0.0098
;4197;0.9;4;1050;9.8;;0.0098
;4201;0.7;4;1051;9.8;;0.0098
;4205;2.9;4;1052;9.8;;0.0098
;4209;12;4;1053;6.21;;0.00621
;4213;3.5;4;1054;6.21;;0.00621
;4217;8.04;4;1055;6.21;;0.00621
;4221;3.8;4;1056;6.21;;0.00621
;4225;0.6;4;1057;1.9;;0.0019
;4229;2;4;1058;1.9;;0.0019
;4233;9.25;4;1059;1.9;;0.0019
;4237;3.04;4;1060;1.9;;0.0019
;4241;7.2;4;1061;3;;0.003
;4245;3;4;1062;3;;0.003
;4249;0.55;4;1063;3;;0.003
;4253;1.6;4;1064;3;;0.003
;4257;9.8;4;1065;12.7;;0.0127
;4261;2.9;4;1066;12.7;;0.0127
;4265;6;4;1067;12.7;;0.0127
;4269;3;4;1068;12.7;;0.0127
;4273;0.5;4;1069;5;;0.005
;4277;1.6;4;1070;5;;0.005
;4281;8.48;4;1071;5;;0.005
;4285;2.6;4;1072;5;;0.005
;4289;5.7;4;1073;21;;0.021
;4293;2.1;4;1074;21;;0.021
;4297;0.4;4;1075;21;;0.021
;4301;1.6;4;1076;21;;0.021
;4305;7.94;4;1077;5.3;;0.0053
;4309;2.2;4;1078;5.3;;0.0053
;4313;5.29;4;1079;5.3;;0.0053
;4317;3;4;1080;5.3;;0.0053
;4321;0.4;4;1081;1.6;;0.0016
;4325;0.7;4;1082;1.6;;0.0016
;4329;1.3;4;1083;1.6;;0.0016
;4333;1.3;4;1084;1.6;;0.0016
;4337;1.4;4;1085;13;;0.013
;4341;1;4;1086;13;;0.013
;4345;0.4;4;1087;13;;0.013
;4349;0.51;4;1088;13;;0.013
;4353;0.7;4;1089;45;;0.045
;4357;1.3;4;1090;45;;0.045
;4361;0.93;4;1091;45;;0.045
;4365;0.7;4;1092;45;;0.045
;4369;0.7;4;1093;23.44;;0.02344
;4373;3.4;4;1094;23.44;;0.02344
;4377;12.3;4;1095;23.44;;0.02344
;4381;5;4;1096;23.44;;0.02344
;4385;8;4;1097;94;;0.094
;4389;4.48;4;1098;94;;0.094
;4393;0.4;4;1099;94;;0.094
;4397;3.3;4;1100;94;;0.094
;4401;29;4;1101;16;;0.016
;4405;11;4;1102;16;;0.016
;4409;39;4;1103;16;;0.016
;4413;14.9;4;1104;16;;0.016
;4417;0.4;4;1105;1.5;;0.0015
;4421;2.6;4;1106;1.5;;0.0015
;4425;22;4;1107;1.5;;0.0015
;4429;10;4;1108;1.5;;0.0015
;4433;19.3;4;1109;7;;0.007
;4437;8;4;1110;7;;0.007
;4441;0.31;4;1111;7;;0.007
;4445;2.3;4;1112;7;;0.007
;4449;16;4;1113;32.5;;0.0325
;4453;9;4;1114;32.5;;0.0325
;4457;15;4;1115;32.5;;0.0325
;4461;6;4;1116;32.5;;0.0325
;4465;0.3;4;1117;15;;0.015
;4469;2.2;4;1118;15;;0.015
;4473;15;4;1119;15;;0.015
;4477;8;4;1120;15;;0.015
;4481;13.2;4;1121;35;;0.035
;4485;6;4;1122;35;;0.035
;4489;0.3;4;1123;35;;0.035
;4493;1.4;4;1124;35;;0.035
;4497;3.2;4;1125;8.2;;0.0082
;4501;2.7;4;1126;8.2;;0.0082
;4505;4;4;1127;8.2;;0.0082
;4509;3;4;1128;8.2;;0.0082
;4513;0.4;4;1129;1.5;;0.0015
;4517;1.4;4;1130;1.5;;0.0015
;4521;4;4;1131;1.5;;0.0015
;4525;2;4;1132;1.5;;0.0015
;4529;4;4;1133;4;;0.004
;4533;3;4;1134;4;;0.004
;4537;1.8;4;1135;4;;0.004
;4541;4.4;4;1136;4;;0.004
;4545;22.5;4;1137;2.5;;0.0025
;4549;7.2;4;1138;2.5;;0.0025
;4553;12;4;1139;2.5;;0.0025
;4557;6;4;1140;2.5;;0.0025
;4561;2;4;1141;2;;0.002
;4565;5.72;4;1142;2;;0.002
;4569;22;4;1143;2;;0.002
;4573;6.8;4;1144;2;;0.002
;4577;19.8;4;1145;2.5;;0.0025
;4581;9;4;1146;2.5;;0.0025
;4585;1.4;4;1147;2.5;;0.0025
;4589;19.5;4;1148;2.5;;0.0025
;4593;27;4;1149;1.5;;0.0015
;4597;5.7;4;1150;1.5;;0.0015
;4601;24;4;1151;1.5;;0.0015
;4605;8.5;4;1152;1.5;;0.0015
;4609;1;4;1153;2;;0.002
;4613;8;4;1154;2;;0.002
;4617;26;4;1155;2;;0.002
;4621;5;4;1156;2;;0.002
;4625;18;4;1157;3;;0.003
;4629;7.9;4;1158;3;;0.003
;4633;0.86;4;1159;3;;0.003
;4637;5;4;1160;3;;0.003
;4641;17;4;1161;4;;0.004
;4645;4.4;4;1162;4;;0.004
;4649;12.99;4;1163;4;;0.004
;4653;6;4;1164;4;;0.004
;4657;0.7;4;1165;5.67;;0.00567
;4661;1.7;4;1166;5.67;;0.00567
;4665;2.5;4;1167;5.67;;0.00567
;4669;1.4;4;1168;5.67;;0.00567
;4673;2.99;4;1169;3;;0.003
;4677;2;4;1170;3;;0.003
;4681;1.4;4;1171;3;;0.003
;4685;6.6;4;1172;3;;0.003
;4689;5.6;4;1173;3;;0.003
;4693;2.5;4;1174;3;;0.003
;4697;14;4;1175;3;;0.003
;4701;6;4;1176;3;;0.003
;4705;1.4;4;1177;1;;0.001
;4709;25;4;1178;1;;0.001
;4713;36;4;1179;1;;0.001
;4717;30;4;1180;1;;0.001
;4721;32;4;1181;4;;0.004
;4725;16;4;1182;4;;0.004
;4729;1.2;4;1183;4;;0.004
;4733;25;4;1184;4;;0.004
;4737;47.8;4;1185;10.96;;0.01096
;4741;38;4;1186;10.96;;0.01096
;4745;45;4;1187;10.96;;0.01096
;4749;24;4;1188;10.96;;0.01096
;4753;1.5;4;1189;7.93;;0.00793
;4757;22.7;4;1190;7.93;;0.00793
;4761;46;4;1191;7.93;;0.00793
;4765;39;4;1192;7.93;;0.00793
;4769;47;4;1193;9.93;;0.00993
;4773;26;4;1194;9.93;;0.00993
;4777;1;4;1195;9.93;;0.00993
;4781;21.8;4;1196;9.93;;0.00993
;4785;42;4;1197;5.93;;0.00593
;4789;36.4;4;1198;5.93;;0.00593
;4793;44;4;1199;5.93;;0.00593
;4797;23.8;4;1200;5.93;;0.00593
;4801;0.9;4;1201;1;;0.001
;4805;19.1;4;1202;1;;0.001
;4809;38.6;4;1203;1;;0.001
;4813;32;4;1204;1;;0.001
;4817;40;4;1205;1.8;;0.0018
;4821;18.7;4;1206;1.8;;0.0018
;4825;1;4;1207;1.8;;0.0018
;4829;4;4;1208;1.8;;0.0018
;4833;4;4;1209;4.9;;0.0049
;4837;4;4;1210;4.9;;0.0049
;4841;13.4;4;1211;4.9;;0.0049
;4845;2.8;4;1212;4.9;;0.0049
;4849;0.5;4;1213;3;;0.003
;4853;2;4;1214;3;;0.003
;4857;4;4;1215;3;;0.003
;4861;1.8;4;1216;3;;0.003
;4865;5.2;4;1217;5.3;;0.0053
;4869;4;4;1218;5.3;;0.0053
;4873;0.5;4;1219;5.3;;0.0053
;4877;16;4;1220;5.3;;0.0053
;4881;19.2;4;1221;2.4;;0.0024
;4885;19.2;4;1222;2.4;;0.0024
;4889;25.5;4;1223;2.4;;0.0024
;4893;15;4;1224;2.4;;0.0024
;4897;0.5;4;1225;1;;0.001
;4901;15;4;1226;1;;0.001
;4905;15.2;4;1227;1;;0.001
;4909;14;4;1228;1;;0.001
;4913;22;4;1229;1.6;;0.0016
;4917;10.9;4;1230;1.6;;0.0016
;4921;0.3;4;1231;1.6;;0.0016
;4925;11.4;4;1232;1.6;;0.0016
;4929;13;4;1233;4.75;;0.00475
;4933;11.5;4;1234;4.75;;0.00475
;4937;17;4;1235;4.75;;0.00475
;4941;9;4;1236;4.75;;0.00475
;4945;0.25;4;1237;2.2;;0.0022
;4949;9.98;4;1238;2.2;;0.0022
;4953;11.2;4;1239;2.2;;0.0022
;4957;9;4;1240;2.2;;0.0022
;4961;15.2;4;1241;5;;0.005
;4965;7.5;4;1242;5;;0.005
;4969;0.2;4;1243;5;;0.005
;4973;7.5;4;1244;5;;0.005
;4977;9.5;4;1245;2;;0.002
;4981;7.7;4;1246;2;;0.002
;4985;12.3;4;1247;2;;0.002
;4989;6.3;4;1248;2;;0.002
;4993;0.33;4;1249;0.8;;0.0008
;4997;1;4;1250;0.8;;0.0008
;5001;1.3;4;1251;0.8;;0.0008
;5005;1.5;4;1252;0.8;;0.0008
;5009;3.5;4;1253;1.4;;0.0014
;5013;1.18;4;1254;1.4;;0.0014
;5017;1;4;1255;1.4;;0.0014
;5021;1;4;1256;1.4;;0.0014
;5025;1;4;1257;4.75;;0.00475
;5029;0.9;4;1258;4.75;;0.00475
;5033;2;4;1259;4.75;;0.00475
;5037;0.95;4;1260;4.75;;0.00475
;5041;0.5;4;1261;1.9;;0.0019
;5045;2.2;4;1262;1.9;;0.0019
;5049;3;4;1263;1.9;;0.0019
;5053;3;4;1264;1.9;;0.0019
;5057;6.4;4;1265;4.63;;0.00463
;5061;4.7;4;1266;4.63;;0.00463
;5065;0.8;4;1267;4.63;;0.00463
;5069;6.4;4;1268;4.63;;0.00463
;5073;10;4;1269;1.8;;0.0018
;5077;6;4;1270;1.8;;0.0018
;5081;10;4;1271;1.8;;0.0018
;5085;7.5;4;1272;1.8;;0.0018
;5089;0.55;4;1273;0.6;;0.0006
;5093;5.9;4;1274;0.6;;0.0006
;5097;7.9;4;1275;0.6;;0.0006
;5101;5.6;4;1276;0.6;;0.0006
;5105;10.5;4;1277;1.24;;0.00124
;5109;6.9;4;1278;1.24;;0.00124
;5113;0.5;4;1279;1.24;;0.00124
;5117;4.7;4;1280;1.24;;0.00124
;5121;7;4;1281;3.4;;0.0034
;5125;4.7;4;1282;3.4;;0.0034
;5129;6.8;4;1283;3.4;;0.0034
;5133;5;4;1284;3.4;;0.0034
;5137;0.4;4;1285;1.69;;0.00169
;5141;4;4;1286;1.69;;0.00169
;5145;6;4;1287;1.69;;0.00169
;5149;3.9;4;1288;1.69;;0.00169
;5153;8.5;4;1289;4;;0.004
;5157;4.4;4;1290;4;;0.004
;5161;0.5;4;1291;4;;0.004
;5165;1.52;4;1292;4;;0.004
;5169;0.9;4;1293;1.55;;0.00155
;5173;1;4;1294;1.55;;0.00155
;5177;2.1;4;1295;1.55;;0.00155
;5181;1.15;4;1296;1.55;;0.00155
;5185;1;4;1297;0.7;;0.0007
;5189;1.7;4;1298;0.7;;0.0007
;5193;1;4;1299;0.7;;0.0007
;5197;0.8;4;1300;0.7;;0.0007
;5201;1.18;4;1301;1;;0.001
;5205;1;4;1302;1;;0.001
;5209;0.72;4;1303;1;;0.001
;5213;3.88;4;1304;1;;0.001
;5217;11.2;4;1305;1;;0.001
;5221;3;4;1306;1;;0.001
;5225;7.5;4;1307;1;;0.001
;5229;5.5;4;1308;1;;0.001
;5233;0.65;4;1309;0.7;;0.0007
;5237;4.3;4;1310;0.7;;0.0007
;5241;8;4;1311;0.7;;0.0007
;5245;2.55;4;1312;0.7;;0.0007
;5249;5.5;4;1313;1.5;;0.0015
;5253;5;4;1314;1.5;;0.0015
;5257;0.8;4;1315;1.5;;0.0015
;5261;3.2;4;1316;1.5;;0.0015
;5265;6.7;4;1317;1;;0.001
;5269;1.9;4;1318;1;;0.001
;5273;4.3;4;1319;1;;0.001
;5277;3.8;4;1320;1;;0.001
;5281;0.55;4;1321;0.7;;0.0007
;5285;2.78;4;1322;0.7;;0.0007
;5289;6.3;4;1323;0.7;;0.0007
;5293;1.7;4;1324;0.7;;0.0007
;5297;3.8;4;1325;0.8;;0.0008
;5301;3.3;4;1326;0.8;;0.0008
;5305;0.5;4;1327;0.8;;0.0008
;5309;2.4;4;1328;0.8;;0.0008
;5313;6.9;4;1329;0.9;;0.0009
;5317;1.6;4;1330;0.9;;0.0009
;5321;3.4;4;1331;0.9;;0.0009
;5325;3;4;1332;0.9;;0.0009
;5329;0.5;4;1333;1.5;;0.0015
;5333;1;4;1334;1.5;;0.0015
;5337;1;4;1335;1.5;;0.0015
;5341;1.8;4;1336;1.5;;0.0015
;5345;1.8;4;1337;0.79;;0.00079
;5349;1.7;4;1338;0.79;;0.00079
;5353;1;4;1339;0.79;;0.00079
;5357;1.9;4;1340;0.79;;0.00079
;5361;1.5;4;1341;0.8;;0.0008
;5365;1.8;4;1342;0.8;;0.0008
;5369;1.5;4;1343;0.8;;0.0008
;5373;1.7;4;1344;0.8;;0.0008
;5377;1;4;1345;0.95;;0.00095
;5381;6.5;4;1346;0.95;;0.00095
;5385;14;4;1347;0.95;;0.00095
;5389;4;4;1348;0.95;;0.00095
;5393;8.75;4;1349;1.24;;0.00124
;5397;10;4;1350;1.24;;0.00124
;5401;2;4;1351;1.24;;0.00124
;5405;6;4;1352;1.24;;0.00124
;5409;18;4;1353;1.35;;0.00135
;5413;5.5;4;1354;1.35;;0.00135
;5417;10.5;4;1355;1.35;;0.00135
;5421;13;4;1356;1.35;;0.00135
;5425;0.99;4;1357;0.95;;0.00095
;5429;5.2;4;1358;0.95;;0.00095
;5433;15.8;4;1359;0.95;;0.00095
;5437;3.6;4;1360;0.95;;0.00095
;5441;9.5;4;1361;0.75;;0.00075
;5445;12;4;1362;0.75;;0.00075
;5449;0.98;4;1363;0.75;;0.00075
;5453;4.89;4;1364;0.75;;0.00075
;5457;14.99;4;1365;0.68;;0.00068
;5461;3.6;4;1366;0.68;;0.00068
;5465;8.5;4;1367;0.68;;0.00068
;5469;9.6;4;1368;0.68;;0.00068
;5473;0.9;4;1369;0.75;;0.00075
;5477;4.6;4;1370;0.75;;0.00075
;5481;15;4;1371;0.75;;0.00075
